代碼,ROE_5Y,EPS_5Y,毛利率_5Y,現金殖利率,正負樣本,備註
1423,4.52,0.86,-16.51,4.56,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6271,9.63,7.98,26.69,2.84,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2305,5.45,0.52,32.17,0.0,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1233,7.91,1.34,57.08,4.39,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2402,1.48,0.28,9.32,4.5,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1721,4.47,0.48,7.34,1.66,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2349,-10.62,-1.19,9.03,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2504,9.62,1.5,11.24,3.47,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2443,-32.98,-1.98,-9.78,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1587,5.4,1.01,22.96,2.65,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4994,6.02,0.89,62.59,3.45,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1506,-16.45,-1.1,8.88,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2484,7.05,1.4,21.48,3.1,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1467,-1.46,-0.16,20.02,3.39,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2427,5.21,0.62,29.42,2.62,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2029,5.22,1.49,9.82,4.05,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3002,2.31,0.33,26.51,2.63,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1446,-1.13,-0.13,19.03,0.82,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1519,7.77,1.0,14.05,1.99,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1514,8.45,1.24,16.51,2.15,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3550,4.7,1.06,18.67,5.07,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1451,1.03,0.34,6.65,5.18,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1776,6.4,0.88,17.1,6.23,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
6152,-8.4,-0.89,13.15,14.95,-1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2498,-12.4,-5.66,16.53,26.23,-1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2316,4.89,1.79,6.69,6.19,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
3266,1.55,0.33,18.23,6.05,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2204,5.69,3.39,16.53,7.46,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1710,4.84,0.77,8.14,5.21,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1452,8.16,1.56,15.33,7.18,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2392,4.13,2.77,10.25,5.49,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2324,8.35,2.0,3.39,6.26,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1909,7.11,1.48,16.05,5.74,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1512,-71.55,-1.47,3.53,6.12,-1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
9905,7.27,1.75,14.13,5.3,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1530,8.65,2.36,18.49,5.42,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
3060,-4.96,-1.04,7.67,9.5,-1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1340,-1.69,-0.24,-13.0,9.4,-1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
3607,-13.63,-4.07,0.96,9.13,-1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
3673,2.97,2.57,4.42,6.18,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1314,5.13,1.21,9.95,6.8,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1626,0.68,0.19,16.38,5.23,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2929,-1.56,1.7,12.22,29.47,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2353,8.39,1.69,10.89,5.56,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2034,9.91,1.93,11.24,5.32,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2485,-1.14,-0.19,6.19,6.72,-1,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2356,9.33,1.83,4.61,6.55,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2489,6.82,1.22,9.76,11.48,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1108,1.71,0.21,8.77,5.47,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1608,6.86,1.1,5.16,6.14,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
4930,4.45,0.66,15.68,10.23,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1439,6.67,1.68,1.5,6.72,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
6108,7.14,1.68,13.95,8.54,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2537,1.44,0.2,19.87,8.6,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
8249,5.71,1.54,13.49,6.06,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
3015,3.94,2.06,11.95,5.43,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
4532,8.43,1.62,13.37,5.3,0,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
5706,11.23,2.0,19.6,2.0,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
6278,14.39,6.5,11.19,3.22,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
2247,10.21,12.79,11.81,4.59,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
9937,15.09,2.44,11.49,4.2,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
2301,11.79,3.78,15.46,3.67,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
9930,15.71,3.19,15.57,4.03,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
2351,11.94,3.56,17.99,2.02,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
6416,15.27,4.72,19.95,3.21,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
2352,13.25,2.66,13.25,4.79,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
4967,12.35,1.8,7.04,3.58,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
4915,14.84,4.6,12.2,4.07,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
5285,13.56,3.47,17.24,3.89,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
2313,15.24,3.29,16.66,2.53,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
9931,10.13,1.91,18.19,2.9,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
1225,10.42,1.53,9.28,2.57,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
6285,10.64,4.33,11.87,3.44,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
1315,13.36,7.55,16.17,4.41,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
5288,19.29,8.55,18.21,2.78,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
1210,12.03,3.05,13.62,4.11,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
6141,13.18,2.14,17.38,2.18,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
6669,48.52,36.97,6.81,2.62,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
1808,17.52,3.44,19.95,4.49,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
1615,14.56,2.24,13.05,4.24,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
2006,10.32,2.73,12.22,4.41,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
2012,11.96,1.56,16.37,3.95,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
6282,10.91,1.83,15.41,3.6,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
9914,18.33,9.13,13.3,2.4,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
6552,11.43,2.59,18.75,4.14,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
9935,13.16,1.36,18.58,2.56,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
8215,11.47,1.54,15.84,2.74,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
3596,11.5,6.33,13.57,4.11,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
8454,27.85,12.25,10.09,1.42,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
4439,23.37,12.12,17.48,3.39,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
6196,14.98,5.01,11.28,2.68,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
1309,18.21,2.76,11.11,4.24,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
3010,14.31,7.62,8.27,4.62,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
2345,33.7,7.29,19.57,1.98,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
4927,12.9,4.81,17.59,4.59,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
5434,18.27,9.44,12.13,3.99,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
1232,25.42,6.54,11.65,3.45,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
9802,13.25,6.0,19.3,1.4,0,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
